date,open,high,low,close,volume,SMA30,SMA100,EMA10,EMA20,EMA30,EMA100,MACD,RSI,BBL,BBM,BBU,BBB,BBP,ATR,OBV,STOCH,K,D,J,VWAP,PSAR,ADX,DMIp,DMIm,CCI,WILLR,ROC,MFI,STDDEV,ROLLING_STD,KCLe,KCBe,KCUe,DCL,DCM,DCU,ULCER,HVOL,VAR,signal,confidence,rationale_bullish,rationale_bearish,score,expires,vol_avg20,strong_signal,confirm_count,confirm_ok,pos,returns,trade_cost,strategy_returns,equity_curve
2020-01-03,29.36666679,30.26666641,29.12800026,29.5340004,266677500,24.82542229,19.68767341,27.88746479,26.52377342,25.45297485,21.3114577,1.73114082,76.6864366,21.20207807,26.00253344,30.8029888,36.92298197,0.86782625,0.83012155,1039743000.0,87.54173635,87.54173635,85.36595199,91.89330508,29.64288902,26.80533218,47.89392809,46.89497995,14.64016779,115.31882905,-8.67060485,31.7697784,85.60285395,2.46258164,2.46258164,24.6535427,26.52377342,28.39400413,21.81666756,26.04166698,30.26666641,1.29193512,33.29295079,6.06430835,Hold,0.5,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),RSI overbought; STOCH overbought; K overbought; D overbought; Price below VWAP (bearish); CCI overbought; WILLR overbought; ROC strong up; MFI overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown),-1,2020-01-04,154350600.0,False,51,True,1,0.0,0.0015,0.0,100000.0
2020-01-06,29.36466789,30.10400009,29.33333206,30.10266685,151995000,25.04613342,19.83203341,28.2902288,26.86462041,25.75295498,21.48554105,1.80357407,78.00490179,21.65360616,26.40643339,31.15926063,35.99749474,0.88884576,0.82729042,1191738000.0,93.36605826,93.36605826,88.32673825,103.44469827,29.84666633,26.87455886,48.21699697,43.95811263,13.72330568,111.71291262,-1.94082346,35.5853856,88.08435118,2.43814893,2.43814893,25.02571299,26.86462041,28.70352783,22.31800079,26.2923336,30.26666641,1.28837445,32.30401664,5.94457019,Hold,0.5,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),RSI overbought; STOCH overbought; K overbought; D overbought; J overbought; CCI overbought; WILLR overbought; ROC strong up; MFI overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown),0,2020-01-07,158343600.0,False,51,True,1,0.019254636767730204,0.0,0.019254636767730204,101925.46367677303
2020-01-07,30.76000023,31.44199944,30.22400093,31.27066612,268231500,25.29997787,19.99832674,28.8321265,27.28424381,26.10893635,21.67930591,1.93294395,80.39590946,22.02215899,26.85033331,31.67850763,35.96360811,0.95776442,0.85167348,1459969500.0,94.52202229,94.52202229,91.80993897,99.94618894,30.97888883,26.94240102,49.09051741,49.82718786,12.28355343,137.23461508,-1.87783149,41.98019461,90.21785708,2.47680117,2.47680117,25.36535946,27.28424381,29.20312816,22.33866692,26.89033318,31.44199944,1.28837445,32.20133826,6.13454403,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),RSI overbought; STOCH overbought; K overbought; D overbought; CCI overbought; WILLR overbought; ROC strong up; MFI overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown),1,2020-01-08,168454875.0,False,51,True,1,0.038800524744869946,0.0,0.038800524744869946,105880.225152296
2020-01-08,31.57999992,33.23266602,31.21533394,32.8093338,467164500,25.65353343,20.18266007,29.5552551,27.81044286,26.54122005,21.8997025,2.13501698,82.95837292,22.27721733,27.35903339,32.44084946,37.14909072,1.03625518,0.90718124,1927134000.0,96.41379956,96.41379956,94.76729337,99.70681195,32.41911125,27.12238495,50.45434379,55.48974126,10.49716922,169.10609761,-3.88592119,46.51820023,91.33849031,2.60691664,2.60691664,25.69005567,27.81044286,29.93083004,22.6206665,27.92666626,33.23266602,1.27631892,33.9816392,6.79601435,Hold,0.5,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),RSI overbought; Price above upper Bollinger Band (overbought); STOCH overbought; K overbought; D overbought; CCI overbought; WILLR overbought; ROC strong up; MFI overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown),0,2020-01-09,186019500.0,False,51,True,1,0.049204825829274546,0.0,0.049204825829274546,111090.0431896791
2020-01-09,33.13999939,33.25333405,31.52466774,32.08933258,426606000,25.97575563,20.35692673,30.01599646,28.21795616,26.8991628,22.10147735,2.21156964,77.95207856,22.68672431,27.8007,32.91467568,36.79026562,0.91930514,0.94629971,1500528000.0,91.62081684,91.62081684,94.18554623,86.49135807,32.28911146,27.48900182,51.72626665,49.06537043,9.25508834,152.55113308,-10.94740774,41.76656399,80.68159166,2.62341417,2.62341417,25.97024084,28.21795616,30.46567149,23.40600014,28.32966709,33.25333405,1.40462743,36.69805767,6.88230193,Hold,0.5,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),RSI overbought; STOCH overbought; K overbought; D overbought; OBV falling (bearish volume); Price below VWAP (bearish); CCI overbought; WILLR overbought; ROC strong up; MFI overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown),-3,2020-01-10,202305975.0,False,51,True,1,-0.021945011879515808,0.0,-0.021945011879515808,108652.17087218566
2020-01-10,32.11933136,32.32933426,31.57999992,31.87666702,194392500,26.30737788,20.5244734,30.3543002,28.56640482,27.2202921,22.29504546,2.22937894,76.51994334,23.20890756,28.21886673,33.2288259,35.50786936,0.8650529,0.93692038,1306135500.0,85.53533395,85.53533395,91.18998345,74.22603495,31.92866707,27.9501484,52.90733787,46.49703306,8.77062875,127.55660967,-13.98009901,37.06856857,76.15597451,2.57005483,2.57005483,26.39002727,28.56640482,30.74278237,23.54866791,28.40100098,33.25333405,1.59692934,37.34225699,6.6051818,Hold,0.5,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),RSI overbought; STOCH overbought; K overbought; D overbought; OBV falling (bearish volume); Price below VWAP (bearish); CCI overbought; WILLR overbought; ROC strong up; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown),-2,2020-01-11,207443100.0,False,51,True,1,-0.006627297699938528,0.0,-0.006627297699938528,107932.1005900711
2020-01-13,32.90000153,35.04199982,32.79999924,34.99066544,397764000,26.73753338,20.72380672,31.19727569,29.17823916,27.72160651,22.54644388,2.4663362,81.69148446,23.34151668,28.76946669,34.19741669,37.73410236,1.07307075,1.0430356,1703899500.0,87.12273645,87.12273645,88.09296242,85.18228452,34.27755483,28.37440325,54.61540059,54.03668243,7.08379777,178.96276077,-0.44664489,48.81202243,78.134763,2.7844796,2.7844796,26.60621513,29.17823916,31.75026319,23.64266777,29.3423338,35.04199982,1.59692934,46.06778419,7.75332664,Hold,0.5,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),"RSI overbought; Price above upper Bollinger Band (overbought); STOCH overbought; K overbought; D overbought; CCI overbought; WILLR overbought; ROC strong up; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",0,2020-01-14,220710075.0,False,51,True,1,0.09768895907612363,0.0,0.09768895907612363,118475.87514761461
2020-01-14,36.2840004,36.49399948,34.99333191,35.86133194,434943000,27.1997111,20.93520004,32.04528592,29.81472419,28.24675009,22.81010503,2.69333496,82.80343458,23.59447552,29.36789989,35.14132427,39.31792467,1.06235534,1.06495464,2138842500.0,90.63523356,90.63523356,87.76443465,96.37683138,35.78288778,29.0411629,56.42420833,57.8473275,6.44937433,187.40975828,-4.92297261,49.55515656,80.02696156,2.96170421,2.96170421,27.20130549,29.81472419,32.42814289,24.16666794,30.33033371,36.49399948,1.59692934,46.10918107,8.77169186,Hold,0.5,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),"RSI overbought; Price above upper Bollinger Band (overbought); STOCH overbought; K overbought; D overbought; CCI overbought; WILLR overbought; ROC strong up; MFI overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",-1,2020-01-15,237283875.0,False,51,True,1,0.024882822005570793,0.0,0.024882822005570793,121423.88926086694
2020-01-15,35.31733322,35.85599899,34.45266724,34.56666565,260532000,27.60777772,21.1327667,32.5037186,30.26729004,28.65448657,23.04290821,2.73721149,75.63159246,23.92477671,29.82456655,35.72435639,39.56328974,0.90188712,1.08132184,1878310500.0,90.98470704,90.98470704,89.58089235,93.79233642,34.95844396,29.93550329,57.44591743,53.05267458,9.09604437,141.42608202,-15.63463937,44.67478468,75.00153074,3.02652833,3.02652833,27.63445127,30.26729004,32.90012881,25.05999947,30.77699948,36.49399948,1.8657844,49.48153913,9.15987373,Hold,0.5,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),"RSI overbought; STOCH overbought; K overbought; D overbought; OBV falling (bearish volume); Price below VWAP (bearish); CCI overbought; WILLR overbought; ROC strong up; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",-3,2020-01-16,244487550.0,False,51,True,1,-0.03610201350485598,0.0,-0.03610201350485598,117040.24237095898
2020-01-16,32.91666794,34.29733276,32.8113327,34.23266602,326050500,28.00175546,21.33416002,32.81807268,30.6449449,29.01436912,23.26448757,2.71375055,73.89782257,24.46483017,30.27289982,36.08096947,38.37141261,0.84088488,1.11341769,1552260000.0,83.41245952,83.41245952,88.34413338,73.54911182,33.78044383,30.72252284,56.64643873,47.7424253,17.54492588,95.98758764,-19.77727355,34.59764308,68.71646673,2.97947686,2.97947686,27.92850355,30.6449449,33.36138625,25.37199974,30.93299961,36.49399948,2.22585358,47.50770241,8.87728238,Hold,0.5,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),"RSI overbought; STOCH overbought; K overbought; D overbought; OBV falling (bearish volume); WILLR overbought; ROC strong up; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",0,2020-01-17,255861900.0,False,51,True,1,-0.009662477526234725,0.0,-0.009662477526234725,115909.34365938453
