date,open,high,low,close,volume,SMA30,SMA100,EMA10,EMA20,EMA30,EMA100,MACD,RSI,BBL,BBM,BBU,BBB,BBP,ATR,OBV,STOCH,K,D,J,VWAP,PSAR,ADX,DMIp,DMIm,CCI,WILLR,ROC,MFI,STDDEV,ROLLING_STD,KCLe,KCBe,KCUe,DCL,DCM,DCU,ULCER,HVOL,VAR,signal,confidence,rationale_bullish,rationale_bearish,score,expires
2023-12-13 14:30:00,5.0,5.0,4.94000006,4.94000006,606,5.02512333,4.90995801,4.88463471,4.93202681,4.94630695,4.95282331,-0.04691019,49.8740627,4.72467953,4.96485,5.20502047,9.67483285,0.44826605,0.13885397,-327724.0,18.04633793,18.04633793,15.33148871,23.47603636,4.96000004,4.76999998,20.69315029,22.72877546,21.80798156,-9.78214688,-67.89422535,-3.42130436,14.63851712,0.12320485,0.12320485,4.69405654,4.93202681,5.16999709,4.76999998,5.03474998,5.29949999,5.34746768,24.28823998,0.01517944,Strong Buy,0.98,STOCH oversold; K oversold; D oversold; ATR rising (volatility up); Price above PSAR (bullish); MFI oversold; DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),MACD bearish; Price below BBM (mid band); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),9,2023-12-13 15:30:00
2023-12-15 14:30:00,4.82000017,4.94000006,4.78499985,4.80000019,3275,4.88048337,4.81015901,4.80987009,4.84447505,4.86995404,4.92213383,-0.04477173,47.14337171,4.7063306,4.82902508,4.95171955,5.08154234,0.38171885,0.13111948,-328013.0,30.10755421,30.10755421,34.05021197,22.22223871,4.8416667,4.69000006,13.31081054,29.61647779,25.68349049,12.02456865,-64.51608023,-2.04081445,38.39432394,0.06294094,0.06294094,4.60577774,4.84447505,5.08317236,4.69000006,4.84500003,5.0,3.12388471,33.20912198,0.00396156,Strong Buy,0.98,ATR rising (volatility up); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; Price below BBM (mid band); OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),3,2023-12-15 15:30:00
2023-12-15 15:30:00,4.78999996,4.80000019,4.75,4.75,1820,4.87115003,4.80335901,4.79898462,4.83547742,4.86221507,4.91872524,-0.0467701,45.5862303,4.69807613,4.82202508,4.94597404,5.14095009,0.20945666,0.12724796,-329833.0,23.70479678,23.70479678,28.69014704,13.73409627,4.81487574,4.69500006,12.57605485,28.71689191,27.02956537,-88.34965418,-80.6451769,-4.69119815,37.3603415,0.06358447,0.06358447,4.60998935,4.83547742,5.0609655,4.69000006,4.84500003,5.0,3.30123518,32.6975384,0.00404298,Strong Buy,0.98,ATR rising (volatility up); Price above PSAR (bullish); WILLR oversold; DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; Price below BBM (mid band); OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),4,2023-12-15 16:30:00
2023-12-18 14:30:00,4.73000002,5.08990002,4.69999981,4.86969995,36242,4.8257267,4.80133401,4.78112978,4.80469336,4.83024052,4.90105244,-0.03663388,50.73098195,4.66509114,4.79925003,4.93340892,5.59082747,0.76256149,0.12683266,-297319.0,29.73426034,29.73426034,29.28760856,30.62756388,4.88653326,4.67999983,11.55252606,42.71254332,24.01595504,107.64766215,-53.72041179,1.87656352,74.04039405,0.06882206,0.06882206,4.56134861,4.80469336,5.04803811,4.67999983,4.88494992,5.08990002,3.28123785,34.58897287,0.00473648,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; Price below VWAP (bearish); CCI overbought; SMA30 crossed below EMA30; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),5,2023-12-18 15:30:00
2023-12-18 15:30:00,4.88000011,4.93120003,4.80000019,4.80000019,2551,4.81939338,4.80333401,4.78456076,4.80424639,4.82828953,4.8990514,-0.03266289,48.39751046,4.66638215,4.80025003,4.93411791,5.57753797,0.49906684,0.12704096,-299870.0,29.0312092,29.0312092,27.61414129,31.86534501,4.88371878,4.68819783,12.72886932,39.44092713,22.17642545,47.26763957,-70.72449271,-2.83400543,71.58235859,0.06867278,0.06867278,4.55908688,4.80424639,5.0494059,4.67999983,4.88494992,5.08990002,3.19747624,32.9106308,0.00471595,Strong Buy,0.98,ATR rising (volatility up); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; Price below BBM (mid band); OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),3,2023-12-18 16:30:00
2023-12-18 16:30:00,4.80000019,4.92229986,4.80000019,4.92229986,1483,4.82013671,4.80562701,4.80960423,4.81548958,4.83435471,4.89951177,-0.01942339,52.42890822,4.67153523,4.79866502,4.92579481,5.29854812,0.9862544,0.12681484,-298387.0,44.88901798,44.88901798,34.55149584,65.56406227,4.88363831,4.69623188,13.82116408,36.62476035,20.59298112,103.7001792,-40.88804155,2.97697999,73.18443555,0.06521621,0.06521621,4.57038342,4.81548958,5.06059574,4.67999983,4.88494992,5.08990002,3.16520023,32.03243915,0.00425315,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; CCI overbought; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),8,2023-12-18 17:30:00
2023-12-18 17:30:00,4.81500006,4.92000008,4.81500006,4.92000008,254,4.81801004,4.80802701,4.82967621,4.82544296,4.83988022,4.89991748,-0.00901267,52.3481593,4.66596412,4.80324004,4.94051595,5.71597141,0.92527505,0.1258842,-298641.0,48.97945522,48.97945522,40.9665608,65.00524405,4.88364684,4.70410524,14.83541712,34.31007864,19.29150648,105.30739051,-41.44910008,-0.68631247,72.65472079,0.07042106,0.07042106,4.58324219,4.82544296,5.06764373,4.67999983,4.88494992,5.08990002,3.05424428,29.49414985,0.00495913,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; OBV falling (bearish volume); CCI overbought; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),6,2023-12-18 18:30:00
2023-12-18 18:30:00,4.81500006,4.9000001,4.80999994,4.80999994,2983,4.81534338,4.80992702,4.8260987,4.8239722,4.83795246,4.89813693,-0.00952836,48.58972801,4.67275628,4.79724004,4.9217238,5.18980751,0.55125125,0.12512677,-301624.0,49.79264098,49.79264098,47.88703806,53.60384683,4.88065466,4.71182114,15.72341088,32.07225916,18.32972579,54.7091955,-68.28493541,-0.38313867,71.07268773,0.06385882,0.06385882,4.58388576,4.8239722,5.06405863,4.67999983,4.88494992,5.08990002,3.02945485,29.18154232,0.00407795,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),5,2023-12-18 19:30:00
2023-12-18 19:30:00,4.86499977,4.86499977,4.80999994,4.80999994,1361,4.81567671,4.81232701,4.82317165,4.8226415,4.83614907,4.89639164,-0.0098238,48.58972801,4.67975572,4.80099003,4.92222435,5.05038808,0.53715906,0.12178301,-301624.0,40.66034303,40.66034303,46.47747974,29.0260696,4.87906779,4.71938271,16.54796203,30.98409372,17.70782466,34.4445351,-68.28493541,-2.43407493,68.98118646,0.06219189,0.06219189,4.59494428,4.8226415,5.05033873,4.67999983,4.88494992,5.08990002,3.0044609,28.16874885,0.00386783,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),6,2023-12-18 20:30:00
2023-12-18 20:30:00,4.80999994,4.80999994,4.80000019,4.80000019,0,4.81401005,4.81177201,4.81895866,4.82048519,4.83381689,4.8944829,-0.01074102,48.24258353,4.67975572,4.80099003,4.92222435,5.05038808,0.49591765,0.11645333,-301624.0,30.90187882,30.90187882,40.45162094,11.80239457,4.87906779,4.72679306,17.19123726,30.77961832,18.25090094,-4.3864683,-70.72449271,1.3727573,76.07049729,0.06219189,0.06219189,4.6125687,4.82048519,5.02840167,4.67999983,4.88494992,5.08990002,2.82973246,24.31739008,0.00386783,Strong Buy,0.98,ATR rising (volatility up); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; Price below BBM (mid band); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),4,2023-12-18 21:30:00
